Timestamp,IMULS_X,IMULS_Y,IMULS_Z,IMULS_Ynew,IMULS_Znew,IMULE_X,IMULE_Y,IMULE_Z,IMULElbow,IMURS_X,IMURS_Y,IMURS_Z,IMURS_Ynew,IMURS_Znew'IMURE_X,IMURE_Y,IMURE_Z,IMURElbow,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.70,-8.48,2.03,-6.60,87.03,8.72,-6.63,6.72,17.61,9.43,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
5.74,-8.48,2.03,-6.60,87.03,8.72,-6.63,6.72,17.61,9.43,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
5.76,-8.48,2.03,-6.60,87.03,8.72,-6.63,6.72,17.61,9.43,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
5.78,-8.48,2.03,-6.60,87.03,8.72,-6.63,6.72,17.61,9.43,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
5.84,-8.48,2.03,-6.60,87.03,8.72,-6.63,6.72,17.61,9.43,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
5.88,-8.65,2.02,-6.76,87.00,8.88,-6.63,6.72,17.61,9.56,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
5.89,-8.65,2.02,-6.76,87.00,8.88,-6.63,6.72,17.61,9.56,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
5.90,-8.65,2.02,-6.76,87.00,8.88,-6.79,6.77,17.77,9.57,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
5.94,-8.65,2.02,-6.76,87.00,8.88,-6.79,6.77,17.77,9.57,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
5.98,-8.65,2.02,-6.76,87.00,8.88,-6.79,6.77,17.77,9.57,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
6.00,-8.65,2.02,-6.76,87.00,8.88,-6.79,6.77,17.77,9.57,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
6.01,-8.65,2.02,-6.76,87.00,8.88,-6.79,6.77,17.77,9.57,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
6.07,-8.64,2.17,-6.83,86.84,8.90,-6.79,6.77,17.77,9.68,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
